#BOS,flight
امریکن,I-airline_name
ارایه,O
می‌شود,O
#EOS,2423
#BOS,flight
من,O
میخواهم,O
روز,O
چهارشنبه,B-depart_date.day_name
از,O
پیتسبرگ,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
سفر,O
کنم,O
و,O
تا,B-arrive_time.time_relative
ساعت,B-arrive_time.time
یک,I-arrive_time.time
به,O
انجا,O
برسم,O
پس,O
نمیخواهم,O
پروازم,O
دیرتر,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,O
۱۱,O
صبح,O
باشد,O
#EOS,2424
#BOS,flight
پیتزبورگ,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
لطفا,O
با,O
یک,O
توقف,O
در,O
فورت,B-stoploc.city_name
وورت,I-stoploc.city_name
#EOS,2425
#BOS,flight
چه,O
پروازهایی,O
شارلوت,B-fromloc.city_name
کارولینای,B-fromloc.state_name
شمالی,I-fromloc.state_name
را,O
ترک,O
می‌کنند,O
و,O
دوشنبه,B-arrive_date.day_name
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ساعت,B-arrive_time.time
۴,I-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
وارد,O
فینیکس,B-toloc.city_name
اریزونا,B-toloc.state_name
می‌شوند,O
#EOS,2426
#BOS,flight
ایا,O
پرواز,O
۸۱۳,B-flight_number
امریکن,B-airline_name
از,O
بوستون,B-fromloc.city_name
به,O
اوکلند,B-toloc.city_name
پروازی,O
است,O
که,O
بدون,B-flight_stop
توقف,I-flight_stop
در,O
شهر,O
دیگری,O
مستقیما,O
از,O
بوستون,B-fromloc.city_name
به,O
اوکلند,B-toloc.city_name
می‌رود,O
#EOS,2427
#BOS,flight
یک,O
پرواز,O
از,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
می‌خواهم,O
که,O
همین,O
عصر,B-depart_time.period_of_day
سینسیناتی,B-fromloc.city_name
را,O
به,O
مقصد,O
باربانک,B-toloc.city_name
ترک,O
کند,O
#EOS,2428
#BOS,flight
من,O
میخواهم,O
از,O
دنور,B-fromloc.city_name
به,O
پتسبورگ,B-toloc.city_name
پرواز,O
کنم,O
#EOS,2429
#BOS,flight
من,O
به,O
یک,O
پرواز,O
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
نیاز,O
دارم,O
که,O
در,O
اتلانتا,B-stoploc.city_name
توقف,O
داشته,O
باشد,O
#EOS,2430
#BOS,ground_fare
کرایه,O
لیموزین,B-transport_type
در,O
پیتسبرگ,B-city_name
چقدر,O
است,O
#EOS,2431
#BOS,flight
تمام,O
پروازهای,O
مستقیم,O
از,O
بوستون,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
که,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
۱۰,B-arrive_time.time
صبح,I-arrive_time.time
وارد,O
پیتسبرگ,B-toloc.city_name
می‌شود,O
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,2432
#BOS,flight
من,O
یک,O
پرواز,O
بدون,B-flight_stop
توقف,I-flight_stop
از,O
فیلادلفیا,B-fromloc.city_name
به,O
پتسبورگ,B-toloc.city_name
میخواهم,O
#EOS,2433
#BOS,flight
پروازهای,O
نیوارک,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
#EOS,2434
#BOS,flight
من,O
باید,O
در,O
اول,B-depart_date.day_number
اوت,B-depart_date.month_name
یک,O
پرواز,O
عصرگاهی,B-depart_time.period_of_day
از,O
بوستون,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
انجام,O
دهم,O
#EOS,2435
#BOS,flight
چه,O
پروازهایی,O
از,O
تمپا,B-fromloc.city_name
به,O
شارلوت,B-toloc.city_name
وجود,O
دارد,O
#EOS,2436
#BOS,flight
پروازها,O
از,O
سینسیناتی,B-fromloc.city_name
به,O
لس,B-toloc.city_name
انجلس,I-toloc.city_name
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
۷۱۸,B-depart_time.time
صبح,I-depart_time.time
#EOS,2437
#BOS,aircraft
ایا,O
هواپیمای,O
دلتا,B-airline_name
دی‌سی‌۱۰,B-aircraft_code
پرواز,O
دارد,O
#EOS,2438
#BOS,flight
تمام,O
پروازهای,O
موجود,O
از,O
بالتیمور,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
با,O
بلیط,O
اقتصادی,B-economy
را,O
به,O
من,O
نشان,O
بده,O
#EOS,2439
#BOS,flight
تمام,O
پروازها,O
از,O
بوستون,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
دی‌سی,B-toloc.state_code
در,O
یازده,B-depart_date.day_number
نوامبر,B-depart_date.month_name
#EOS,2440
#BOS,abbreviation
محدودیت,O
ای‌پی,B-restriction_code
۸۰,I-restriction_code
را,O
توضیح,O
بده,O
#EOS,2441
#BOS,flight
من,O
میخواهم,O
یک,O
سفر,O
از,O
واشنگتن,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
داشته,O
باشم,O
#EOS,2442
#BOS,flight
کدام,O
پروازها,O
از,O
نشویل,B-fromloc.city_name
به,O
فینیکس,B-toloc.city_name
می‌روند,O
#EOS,2443
#BOS,flight
چه,O
پروازهایی,O
از,O
دترویت,B-fromloc.city_name
به,O
سنت,B-toloc.city_name
پترزبورگ,I-toloc.city_name
می‌روند,O
#EOS,2444
#BOS,airfare
ارزان‌ترین,B-cost_relative
بلیط,O
از,O
دنور,B-fromloc.city_name
به,O
پتسبورگ,B-toloc.city_name
کدام,O
است,O
#EOS,2445
#BOS,flight
من,O
می‌خواهم,O
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
با,O
توقف,O
در,O
فیلادلفیا,B-stoploc.city_name
پرواز,O
کنم,O
#EOS,2446
#BOS,abbreviation
معنی,O
سی‌او,B-airline_code
چیست,O
#EOS,2447
#BOS,flight
یک,O
پرواز,O
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
بوستون,B-toloc.city_name
در,O
روز,O
چهارشنبه,B-depart_date.day_name
پیدا,O
کن,O
#EOS,2448
#BOS,flight
همه‌ی,O
پروازهای,O
شارلوت,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
که,O
حوالی,B-depart_time.time_relative
7,B-depart_time.time
عصر,I-depart_time.time
برمی‌گردند,O
را,O
لیست,O
کن,O
#EOS,2449
#BOS,flight
پروازهای,O
در,O
دسترس,O
از,O
اتلانتا,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
که,O
صبح,B-depart_time.period_of_day
از,O
اتلانتا,B-fromloc.city_name
بلند,O
می‌شود,O
را,O
به,O
من,O
نشان,O
بده,O
#EOS,2450
#BOS,flight_no
شماره,O
پرواز,O
زودترین,B-flight_mod
پرواز,O
بین,O
بوستون,B-fromloc.city_name
و,O
واشنگتن,B-toloc.city_name
دی‌سی,B-toloc.state_code
#EOS,2451
#BOS,flight
یک,O
پرواز,O
در,O
ساعت,O
12,B-depart_time.time
برای,O
ترک,O
بوستون,B-fromloc.city_name
پیدا,O
کنید,O
#EOS,2452
#BOS,flight
من,O
یک,O
پرواز,O
از,O
لس,B-fromloc.city_name
انجلس,I-fromloc.city_name
به,O
پتسبورگ,B-toloc.city_name
میخواهم,O
که,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ساعت,O
3,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
سه,B-arrive_date.day_name
شنبه,I-arrive_date.day_name
به,O
مقصد,O
برسد,O
#EOS,2453
#BOS,flight
پروازهای,O
فرست,B-class_type
کلاس,I-class_type
یک,B-round_trip
طرفه,I-round_trip
از,O
لامپا,B-fromloc.city_name
به,O
سن,B-toloc.city_name
لوییس,I-toloc.city_name
را,O
نشانم,O
بده,O
#EOS,2454
#BOS,flight
تمام,O
پروازها,O
از,O
بالتیمور,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
که,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,B-depart_time.time
۴,I-depart_time.time
بعد,I-depart_time.time
از,I-depart_time.time
ظهر,I-depart_time.time
حرکت,O
میکنند,O
را,O
نمایش,O
بده,O
#EOS,2455
#BOS,flight
می‌خواهم,O
اطلاعاتی,O
درباره,O
پروازهای,O
بالتیمور,B-fromloc.city_name
به,O
اتلانتا,B-toloc.city_name
در,O
روز,O
پنج,B-depart_date.day_name
شنبه,I-depart_date.day_name
داشته,O
باشم,O
که,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ساعت,O
6,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
به,O
اتلانتا,B-toloc.city_name
می‌رسند,O
#EOS,2456
#BOS,flight
ایا,O
پروازی,O
از,O
اتلانتا,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
وجود,O
دارد,O
#EOS,2457
#BOS,ground_service
ایا,O
می‌توانم,O
یک,O
تاکسی,B-transport_type
از,O
فرودگاه,O
لانگ,B-fromloc.city_name
بیچ,I-fromloc.city_name
به,O
مرکز,O
شهر,O
لانگ,B-fromloc.city_name
بیچ,I-fromloc.city_name
بگیرم,O
#EOS,2458
#BOS,airline
اژانس‌های,O
هواپیمایی,O
بین,O
بوستون,B-fromloc.city_name
و,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
را,O
نشانم,O
بده,O
#EOS,2459
#BOS,flight
من,O
می‌خواهم,O
پروازها,O
از,O
اتلانتا,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
در,O
صبح,B-depart_time.period_of_day
روز,O
هفتم,B-depart_date.day_number
ژوییه,B-depart_date.month_name
را,O
پیدا,O
کنم,O
#EOS,2460
#BOS,flight
ایا,O
پروازی,O
از,O
واشنگتن,B-fromloc.city_name
حدود,B-depart_time.time_relative
ساعت,B-depart_time.time
3,I-depart_time.time
برای,O
دنور,B-toloc.city_name
وجود,O
دارد,O
#EOS,2461
#BOS,flight
پروازهای,O
لاو,B-fromloc.airport_name
فیلد,I-fromloc.airport_name
به,O
فرودگاه‌های,O
دیگر,O
را,O
نشان,O
بده,O
#EOS,2462
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
در,O
سن,B-city_name
فرانسیسکو,I-city_name
چگونه,O
است,O
#EOS,2463
#BOS,flight
پروازهای,O
میناپولیس,B-fromloc.city_name
به,O
سیاتل,B-toloc.city_name
در,O
دوم,B-depart_date.day_number
ژوییه,B-depart_date.month_name
را,O
نشانم,O
بده,O
#EOS,2464
#BOS,airfare
قیمت,O
اولین,B-flight_mod
پرواز,O
از,O
اتلانتا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
در,O
صبح,B-depart_time.period_of_day
روز,O
پنجشنبه,B-depart_date.day_name
چقدر,O
است,O
#EOS,2465
#BOS,flight
من,O
یک,O
پرواز,O
که,O
حدود,B-arrive_time.time_relative
۸,B-arrive_time.time
بعد,B-arrive_time.period_of_day
از,I-arrive_time.period_of_day
ظهر,I-arrive_time.period_of_day
از,O
شهر,O
کانزاس,B-fromloc.city_name
به,O
شهر,B-toloc.city_name
دریاچه,I-toloc.city_name
نمک,I-toloc.city_name
با,O
خطوط,B-airline_name
هوایی,I-airline_name
دلتا,I-airline_name
میرسد,O
می‌خواهم,O
لطفا,O
شماره,O
پرواز,O
و,O
هواپیما,O
را,O
به,O
من,O
نشان,O
بده,O
#EOS,2466
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
در,O
سنت,B-city_name
پال,I-city_name
#EOS,2467
#BOS,flight
تمام,O
پروازهای,O
بین,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
و,O
فیلادلفیا,B-toloc.city_name
برای,O
پانزده,B-depart_date.day_number
سپتامبر,B-depart_date.month_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,2468
#BOS,flight
چه,O
پروازهایی,O
از,O
بوستون,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
دی‌سی,B-toloc.state_code
در,O
اخر,B-depart_time.period_mod
بیست,B-depart_date.day_number
و,I-depart_date.day_number
پنجم,I-depart_date.day_number
یا,B-or
اول,B-depart_time.period_mod
بیست,B-depart_date.day_number
و,I-depart_date.day_number
ششم,I-depart_date.day_number
موجود,O
است,O
#EOS,2469
#BOS,abbreviation
محدودیت,O
ای‌پی۵۷,B-restriction_code
به,O
چه,O
معنا,O
است,O
#EOS,2470
#BOS,airline
لطفا,O
خطوط,O
هوایی,O
با,O
پروازهای,O
دنور,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
با,O
توقف,O
در,O
فیلادلفیا,B-stoploc.city_name
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,2471
#BOS,flight
زمان,B-flight_time
رسیدن,I-flight_time
پرواز,O
یو‌اس,B-airline_name
۲۶۹,B-flight_number
که,O
بوستون,B-fromloc.city_name
را,O
به,O
بالتیمور,B-toloc.city_name
در,O
۴۲۸,B-depart_time.time
ترک,O
می‌کند,O
#EOS,2472
#BOS,flight
یک,O
پرواز,O
فرست,B-class_type
کلاس,I-class_type
با,O
امریکن,B-airline_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
برای,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
هفته,O
اینده,B-depart_date.date_relative
#EOS,2473
#BOS,flight
پروازهای,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
بین,O
واشنگتن,B-fromloc.city_name
و,O
بوستون,B-toloc.city_name
چیست,O
#EOS,2474
#BOS,flight
تمام,O
پروازهایی,O
که,O
به,O
دالاس,B-toloc.city_name
می‌روند,O
را,O
به,O
من,O
نشان,O
بده,O
#EOS,2475
#BOS,flight
اطلاعات,O
پروازهای,O
که,O
از,O
دالاس,B-fromloc.city_name
روز,O
سه,B-depart_date.day_name
شنبه,I-depart_date.day_name
عصر,B-depart_time.period_of_day
به,O
اتلانتا,B-toloc.city_name
بازمیگردند,O
را,O
نشان,O
بده,O
#EOS,2476
#BOS,flight
چه,O
پروازهایی,O
از,O
بالتیمور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
دارید,O
#EOS,2477
#BOS,abbreviation
کد,O
کرایه,O
ام,B-fare_basis_code
به,O
چه,O
معنی,O
است,O
#EOS,2478
#BOS,abbreviation
ای‌دابلیو‌آر,B-airport_code
چیست,O
#EOS,2479
#BOS,flight
پروازهای,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
را,O
به,O
من,O
نشان,O
بده,O
#EOS,2480
#BOS,flight
کدام,O
پروازها,O
قبل,B-depart_time.time_relative
از,I-depart_time.time_relative
ساعت,O
۱۰,B-depart_time.time
صبح,I-depart_time.time
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
میروند,O
#EOS,2481
#BOS,flight
چه,O
پروازهایی,O
از,O
ایندیاناپولیس,B-fromloc.city_name
به,O
اورلاندو,B-toloc.city_name
وجود,O
دارد,O
#EOS,2482
#BOS,flight
من,O
دوست,O
دارم,O
پروازهای,O
امریکن,B-airline_name
از,O
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
را,O
که,O
قبل,B-arrive_time.time_relative
از,I-arrive_time.time_relative
۱۱,B-arrive_time.time
۴۲۸,I-arrive_time.time
صبح,I-arrive_time.time
به,I-arrive_time.time
اتمام,O
می‌رسد,O
#EOS,2483
#BOS,flight
تمام,O
پروازها,O
را,O
از,O
بربنک,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
به,O
من,O
نشان,O
بده,O
#EOS,2484
#BOS,flight
پروازها,O
از,O
دنور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
برای,O
روز,O
چهارشنبه,B-depart_date.day_name
را,O
نشان,O
بده,O
#EOS,2485
#BOS,flight
اخرین,B-flight_mod
پرواز,O
خارج,O
از,O
دنور,B-fromloc.city_name
که,O
در,O
دوشنبه,B-arrive_date.day_name
بعدی,B-arrive_date.date_relative
در,O
پیتسبرگ,B-toloc.city_name
فرود,O
می‌اید,O
چیست,O
#EOS,2486
#BOS,flight
کدام,O
پروازها,O
صبح,B-depart_time.period_of_day
زود,B-depart_time.period_mod
پنج,B-depart_date.day_name
شنبه,I-depart_date.day_name
از,O
اتلانتا,B-fromloc.city_name
به,O
واشنگتن,B-toloc.city_name
می‌روند,O
#EOS,2487
#BOS,flight+airfare
لطفا,O
یک,O
لیست,O
از,O
کل,O
پروازهای,O
بین,O
دالاس,B-fromloc.city_name
و,O
بالتیمور,B-toloc.city_name
و,O
هزینه,O
هایشان,O
به,O
من,O
بده,O
#EOS,2488
#BOS,flight
نزدیک,B-flight_mod
ترین,I-flight_mod
پرواز,O
از,O
بالتیمور,B-fromloc.city_name
به,O
بوستون,B-toloc.city_name
کدام,O
است,O
#EOS,2489
#BOS,flight
تمام,O
پروازهای,O
یونایتد,B-airline_name
از,O
سن,B-fromloc.city_name
فرانسیسکو,I-fromloc.city_name
به,O
بوستون,B-toloc.city_name
با,O
کد,O
قیمت,O
کیو‌ایکس,B-fare_basis_code
را,O
لیست,O
کن,O
#EOS,2490
#BOS,airfare
تمام,O
بلیط‌های,O
یک,B-round_trip
طرفه,I-round_trip
بین,O
فیلادلفیا,B-fromloc.city_name
و,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
که,O
کمتر,B-cost_relative
از,I-cost_relative
۲۰۰,B-fare_amount
دلار,I-fare_amount
هستند,O
را,O
نشان,O
بده,O
#EOS,2491
#BOS,flight
میخواهم,O
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
بروم,O
#EOS,2492
#BOS,flight
پروازها,O
از,O
سن,B-fromloc.city_name
دیگو,I-fromloc.city_name
به,O
نیوارک,B-toloc.city_name
که,O
با,O
یک,O
توقف,B-flight_stop
در,O
هیوستون,B-stoploc.city_name
انجام,O
میشوند,O
را,O
به,O
من,O
نشان,O
دهید,O
#EOS,2493
#BOS,flight
پروازهای,O
امریکن,B-airline_name
به,O
هیوستون,B-fromloc.city_name
از,O
سینسیناتی,B-toloc.city_name
#EOS,2494
#BOS,flight
من,O
نیاز,O
دارم,O
که,O
بدانم,O
که,O
ایا,O
پرواز,O
مستقیمی,B-connect
از,O
سنت,B-fromloc.city_name
پترزبورگ,I-fromloc.city_name
فلوریدا,B-fromloc.state_name
به,O
تاکومای,B-toloc.city_name
واشنگتن,B-toloc.state_name
که,O
ترجیحا,O
فردا,B-depart_date.today_relative
صبح,B-depart_time.period_of_day
حرکت,O
کند,O
وجود,O
دارد,O
#EOS,2495
#BOS,aircraft
چه,O
نوع,O
هواپیمایی,O
از,O
کانزاس,B-fromloc.city_name
سیتی,I-fromloc.city_name
به,O
سالت,B-toloc.city_name
لیک,I-toloc.city_name
سیتی,I-toloc.city_name
در,O
خط,O
هوایی,O
۱۲۲۲,B-flight_number
شرکت,O
دلتا,B-airline_name
استفاده,O
میشود,O
#EOS,2496
#BOS,flight
ایا,O
میتوانید,O
پروازهای,O
روز,O
پانزده,B-depart_date.day_number
اکتبر,B-depart_date.month_name
۱۹۹۱,B-depart_date.year
از,O
بوستون,B-fromloc.city_name
به,O
اوکلند,B-toloc.city_name
را,O
به,O
من,O
بگویید,O
#EOS,2497
#BOS,flight
چهارشنبه,B-depart_date.day_name
صبح,B-depart_time.period_of_day
پروازهای,O
بین,O
بالتیمور,B-fromloc.city_name
و,O
نیوارک,B-toloc.city_name
#EOS,2498
#BOS,flight
پروازها,O
از,O
کلیولند,B-fromloc.city_name
به,O
ایندیاناپولیس,B-toloc.city_name
برای,O
روز,O
چهارشنبه,B-depart_date.day_name
بیستم,B-depart_date.day_number
چیستند,O
#EOS,2499
#BOS,ground_service
چه,O
حمل,O
و,O
نقل,O
زمینی,O
در,O
دنور,B-city_name
موجود,O
است,O
#EOS,2500
#BOS,abbreviation
کد,O
زیر,O
قیمت,O
اف‌ان,B-fare_basis_code
به,O
چه,O
معناست,O
#EOS,2501
#BOS,flight
مایلم,O
یک,O
سری,O
اطلاعات,O
درباره,O
پروازهایی,O
که,O
فیلادلفیا,B-fromloc.city_name
را,O
ترک,O
می‌کنند,O
و,O
بعد,B-arrive_time.period_of_day
از,I-arrive_time.period_of_day
ظهر,I-arrive_time.period_of_day
به,O
پیتسبرگ,B-toloc.city_name
میرسند,O
داشته,O
باشم,O
#EOS,2502
#BOS,flight
پروازها,O
با,O
تی‌دابلیو‌ای,B-airline_code
از,O
کولومبوس,B-fromloc.city_name
به,O
سنت,B-toloc.city_name
لوییس,I-toloc.city_name
#EOS,2503
#BOS,ground_service
چه,O
حمل,O
و,O
نقل,O
زمینی,O
در,O
دالاس,B-city_name
موجود,O
است,O
#EOS,2504
#BOS,flight
فیلادلفیا,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
شنبه,B-depart_date.day_name
#EOS,2505
#BOS,flight
پروازهای,O
میلواکی,B-fromloc.city_name
به,O
اورلاندو,B-toloc.city_name
را,O
در,O
پنج,B-depart_date.day_name
شنبه,I-depart_date.day_name
قبل,B-depart_time.time_relative
از,I-depart_time.time_relative
ظهر,B-depart_time.time
به,O
من,O
نشان,O
دهید,O
#EOS,2506
#BOS,flight
یک,O
پرواز,O
از,O
شارلوت,B-fromloc.city_name
به,O
نیوارک,B-toloc.city_name
برای,O
امروز,B-depart_date.today_relative
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
می‌خواهم,O
#EOS,2507
#BOS,airfare
ارزان‌ترین,B-cost_relative
بلیط,O
پرواز,O
از,O
اتلانتا,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
در,O
روز,O
هفتم,B-depart_date.day_number
ماه,O
مه,B-depart_date.month_name
را,O
به,O
من,O
بده,O
لطفا,O
#EOS,2508
#BOS,flight
پروازهای,O
پیتسبرگ,B-fromloc.city_name
به,O
بالتیمور,B-toloc.city_name
بین,O
۱۰,B-depart_time.start_time
صبح,I-depart_time.start_time
تا,O
۲,B-depart_time.end_time
بعد,I-depart_time.end_time
از,I-depart_time.end_time
ظهر,I-depart_time.end_time
#EOS,2509
#BOS,flight
من,O
میخواهم,O
صبج,B-depart_time.period_of_day
زود,B-depart_time.period_mod
از,O
بوستون,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
سفر,O
کنم,O
#EOS,2510
#BOS,flight
کدام,O
پروازها,O
از,O
دنور,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
می‌روند,O
#EOS,2511
#BOS,airfare
من,O
می‌خواهم,O
همه,O
کرایه‌های,O
اقتصادی,B-economy
از,O
بالتیمور,B-fromloc.city_name
تا,O
فیلادلفیا,B-toloc.city_name
را,O
ببینم,O
#EOS,2512
#BOS,flight_time
زمان,B-flight_time
پروازهای,O
بوستون,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
را,O
لیست,O
کن,O
#EOS,2513
#BOS,flight
ایا,O
یکی,O
از,O
دنور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
دارید,O
#EOS,2514
#BOS,flight
چه,O
پروازهایی,O
از,O
دالاس,B-fromloc.city_name
به,O
هیوستون,B-toloc.city_name
موجود,O
است,O
#EOS,2515
#BOS,flight
من,O
میخواهم,O
یک,O
پرواز,O
از,O
نیوارک,B-fromloc.city_name
به,O
تمپا,B-toloc.city_name
در,O
روز,O
چهارم,B-depart_date.day_number
اپریل,B-depart_date.month_name
رزرو,O
کنم,O
#EOS,2516
#BOS,flight_time
ایا,O
می‌توانی,O
ساعت,B-flight_time
یک,O
پرواز,O
که,O
اتلانتا,B-fromloc.city_name
را,O
در,O
بعد,B-depart_time.period_of_day
از,I-depart_time.period_of_day
ظهر,I-depart_time.period_of_day
به,O
سمت,O
بوستون,B-toloc.city_name
ترک,O
می‌کند,O
بگویی,O
#EOS,2517
#BOS,flight
لیست,O
تمام,O
پروازها,O
از,O
دنور,B-fromloc.city_name
به,O
فیلادلفیا,B-toloc.city_name
#EOS,2518
#BOS,flight
چه,O
پروازهایی,O
از,O
فینیکس,B-fromloc.city_name
به,O
نشویل,B-toloc.city_name
در,O
خطوط,B-airline_name
هوایی,I-airline_name
امریکن,I-airline_name
هست,O
#EOS,2519
#BOS,ground_service
حمل,O
و,O
نقل,O
زمینی,O
در,O
اوکلند,B-city_name
چه,O
جوریه,O
#EOS,2520
#BOS,flight
من,O
یک,O
پرواز,O
از,O
بوستون,B-fromloc.city_name
در,O
ساعت,O
۸۳۸,B-depart_time.time
میخواهم,O
که,O
۱۱۱۰,B-arrive_time.time
در,O
صبح,B-arrive_time.period_of_day
به,O
دنور,B-toloc.city_name
برسد,O
#EOS,2521
#BOS,flight
من,O
می‌خواهم,O
یک,O
پرواز,O
با,O
تی‌دابلیو‌ای,B-airline_code
از,O
اتلانتا,B-fromloc.city_name
به,O
پیتزبورگ,B-toloc.city_name
با,O
توقف,O
در,O
دالاس,B-stoploc.city_name
فورت,I-stoploc.city_name
ورث,I-stoploc.city_name
داشته,O
باشم,O
#EOS,2522
#BOS,airfare
پایین‌ترین,B-cost_relative
نرخ,O
کرایه,O
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
از,O
دنور,B-fromloc.city_name
به,O
پیتسبرگ,B-toloc.city_name
چقدر,O
است,O
#EOS,2523
#BOS,flight
من,O
می‌خواهم,O
از,O
بوستون,B-fromloc.city_name
به,O
دالاس,B-toloc.city_name
پرواز,O
کنم,O
#EOS,2524
#BOS,airfare
ارزانترین,B-cost_relative
کرایه,O
از,O
دالاس,B-fromloc.city_name
به,O
دنور,B-toloc.city_name
رفت,B-round_trip
و,I-round_trip
برگشت,I-round_trip
چقدر,O
است,O
#EOS,2525
#BOS,flight
پروازهایی,O
که,O
بعد,B-depart_time.time_relative
از,I-depart_time.time_relative
۱۸,B-depart_time.time
از,O
بوستون,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
میروند,O
را,O
پیدا,O
کن,O
#EOS,2526
#BOS,airfare
اینها,O
چه,O
هزینه‌ای,O
دارند,O
#EOS,2527
#BOS,flight
چه,O
پروازهایی,O
در,O
کنتیننتال,B-airline_name
بعد,B-arrive_time.time_relative
از,I-arrive_time.time_relative
ساعت,O
۱۱,B-arrive_time.time
بعد,I-arrive_time.time
از,I-arrive_time.time
ظهر,I-arrive_time.time
به,O
شیکاگو,B-toloc.city_name
میرسند,O
#EOS,2528
#BOS,flight
من,O
اطلاعات,O
هر,O
پروازی,O
از,O
پیتسبرگ,B-fromloc.city_name
به,O
سن,B-toloc.city_name
فرانسیسکو,I-toloc.city_name
که,O
پنجشنبه,B-depart_date.day_name
عصر,B-depart_time.period_of_day
حرکت,O
کند,O
میخواهم,O
#EOS,2529
#BOS,flight
تمام,O
پروازها,O
از,O
کلیولند,B-fromloc.city_name
به,O
نیوارک,B-toloc.city_name
#EOS,2530
#BOS,flight
یک,O
پرواز,O
بدون,B-flight_stop
توقف,I-flight_stop
از,O
جی‌اف‌کی,B-fromloc.airport_code
به,O
لاس,B-toloc.city_name
وگاس,I-toloc.city_name
در,O
دوم,B-arrive_date.day_number
مارس,B-arrive_date.month_name
می‌خواهم,O
#EOS,2531
#BOS,airfare
لطفا,O
ارزان‌ترین,B-cost_relative
سفر,O
یک,B-round_trip
طرفه,I-round_trip
از,O
بوستون,B-fromloc.city_name
به,O
